Item type,Authors,Title,Journal,Publication year,Issue,Date published,ISSN,Abstract,Keywords,Column1,_1,_2,_3,_4,_5
Journal Article,"杨勇,肖亚,王平贤,黄赤兵,梁平,张艮甫",高龄患者肾移植的临床分析(附126例报告),中国医师杂志,2003,4,2003,1008-1372,"目的 探讨高龄肾移植的临床特点及新型免疫抑制剂对高龄患者的影响。方法 分析 12 5 1例肾移植中 12 6例高龄患者的临床资料 ,将术后使用免疫抑制剂为传统三联疗法 (CsA +Aza +强的松 )的 5 5例作为组Ⅰ ;而术后使用四联疗法 (CsA +MMF+强的松 +抗T细胞单抗 )的 71例作为组Ⅱ ,组Ⅱ中 47例患者术后使用 2周Wu -T3抗排斥治疗 ,另 2 4例应用抗IL -2R抗体预防急性排斥反应。比较两组术后并发症、急性排斥率及 1年人 /肾存活率 ,并与本院同期非高龄患者相同指标比较。结果 高龄患者肾移植术后心脑血管并发症以及机会感染的发生率均明显高于同期非高龄患者 ,组Ⅰ和组Ⅱ的高龄患者术后 1年并发症发生率分别为 74 5 5 %和 38 0 3% ;急性排斥发生率分别为 12 73%和 4 2 3% ;1年人 /肾存活率分别为 81 82 % /78 18%和 97 18% /95 77%。结论 高龄患者肾移植术后比较容易发生心脑血管并发症及感染 ,使用新型免疫抑制剂能有效地降低高龄患者的心脑血管并发症、感染和急性排斥反应的发生率 ,1年人 /肾存活率亦有明显提高",肾移植;;高龄患者;;存活率;;并发症,,,,,,
Journal Article,"王长希,刘龙山,陈立中,费继光,邱江,郑克立",活体亲属供肾移植12例,广东医学,2004,10,2004,1001-9448,"目的 总结活体亲属供肾移植临床经验 ,提高其治疗效果。方法 自 1972年 12月至 2 0 0 4年 5月 ,我院有 12例肾移植患者为活体亲属供肾 ,对此资料进行回顾性研究。结果 术后随访 14d～ 8 5年 (平均 4 2年 ) ,供者恢复好 ,未见并发症发生。受者 1998年前后分为A ,B两组 :A组 7例患者中 ,并发肝炎死亡 1例 ,脑疝死亡 1例 ,急排 3例 ,急性肾小管坏死 (ATN) 2例 ;B组 5例患者中 ,1例发生ATN后并发肺部感染 ;1例移植肾动脉狭窄 ,放置血管内支架扩张 ,术后肾功能恢复好 ;其余 3例无并发症 ,肾功能恢复好。结论 核磁共振血管造影术 (MRA)作为一种精确的无创性成像技术 ,用于供肾血管的术前检查效果较好。活体肾移植缺血时间短、组织配型好、免疫抑制剂用量低 ,近期效果好 ,远期效果有待进一步观察。",肾移植;;活体亲属供体;;核磁共振血管造影术,,,,,,
Journal Article,"陈规划,汪根树,何晓顺,朱晓峰,陆敏强,杨扬,蔡常洁,王国栋",再次肝移植五例报告,中华器官移植杂志,2004,1,2004,0254-1785,"目的 总结再次肝移植的临床经验。方法 对 5例男性患者施行再次肝移植 ,再次肝移植的原因分别为原发性移植肝无功能 (1例 )、急性排斥反应 (1例 )、慢性排斥反应并胆道感染 (1例 )以及胆道缺血并感染 (2例 )。供肝植入均采用改良背驮式原位肝移植术。术后免疫抑制治疗采用达利珠单抗、甲泼尼龙及他克莫司联合用药 ,必要时加用霉酚酸酯。结果 3例治愈 ,已分别存活11个月、5个月和 1个月 ,2例分别于术后第 8d、第 10d死亡 ,1例死于多器官感染及功能衰竭 ,1例死于心力衰竭。术后并发症有腹腔出血、多器官感染、胆道感染及切口感染等。结论 再次肝移植是移植肝功能衰竭的有效治疗方法 ,适应证及手术时机的正确把握、围手术期的严密监测和正确处理是提高再次肝移植患者存活率的关键。",肝移植;;再手术,,,,,,
Journal Article,"李俊龙,孙则禹,陈明,陈恕求,张古田",移植肾冷缺血再灌注损伤模型的稳定性观察,中国临床康复,2005,10,2005,1671-5926,"目的:建立较稳定的移植肾冷缺血-再灌注损伤动物模型,为进一步探讨移植肾冷缺血-再灌注损伤的发病机制及防治措施作好准备。方法:实验于2004-05-14/08-26在南京鼓楼医院实验动物中心完成。SD大鼠48只随机分成对照组(n=8)、手术组(n=24)和假手术组(n=16)。观察手术组和假手术组大鼠术后1～7d肾功能的变化并与对照组比较,观察术后第1天肾脏的形态学变化。结果:生化检查:对照组血尿素氮平均(7.8±2.1)mmol/L,血肌酐(65.1±10.5)μmol/L;手术组术后1～3d血尿素氮天平均为(55.2±6.5),(65.0±9.9)和(43.5±6.2)mmol/L,血肌酐平均为(210.3±17.2),(401.8±25.2)和(184.5±18.9)μmol/L,与对照组相比差异均有显著性意义(P0.05);形态学检查:手术组符合急性肾衰改变,假手术组与对照组相比无明显改变。结论:移植肾冷缺血再灌注损伤模型操作简单、稳定可靠,成功率高,是一种研究肾脏冷缺血再灌注损伤的较好模型。","再灌注损伤;;模型,动物;;大鼠",,,,,,
Journal Article,"孔连宝,王学浩,张峰,李相成",肝移植术后胆泥、胆铸型及胆结石病因及治疗,南京医科大学学报(自然科学版),2005,12,2005,1007-4368,"目的:探讨肝移植术后胆泥、胆铸型和胆道结石的病因和治疗。方法:回顾分析2003年2月～2004年1月开展81例次全肝移植患者临床资料,对9例胆道胆泥、胆铸型和胆道结石患者的病因进行分析,并讨论胆泥、胆铸型和胆道结石的诊断和治疗。结果:发生胆道胆泥、胆铸型和胆道结石9例,发生率为11.1%(9/81),其中坏死絮状物2例、胆泥和胆铸型5例、胆结石2例。该组胆泥、胆铸型和胆道结石7例经T管冲洗、ERCP等非手术治疗,3例好转,其余4例治疗后效果不明显,行手术治疗,4例胆道取出胆泥、胆铸型、胆石,放置T管其中2例好转,2例疗效不佳而死亡。3例肝动脉栓塞伴胆泥患者中2例行再次肝移植后现存活,另外1例患者反复经ERCP下置鼻胆管冲洗治疗,现存活。结论:肝移植术后胆泥、胆铸型和胆结石的形成重要原因有缺血再灌注损伤、排斥反应、感染和胆汁动力学的改变。B超、胆道造影能及时诊断。T管冲洗、ERCP术及外科手术是常用的治疗手段。缩短缺血时间,保护胆道血供,积极防治感染和排斥反应是减少或者避免胆道并发症的重要措施。",肝移植;;手术后并发症;;胆道;;结石,,,,,,
Journal Article,"马毅,何晓顺,朱晓峰,王东平,胡红星,钱世鹍,鞠卫强,巫林伟,詹文华",上腹部器官簇移植术后胰腺功能的监测,中国普通外科杂志,2005,10,2005,1005-6947,"目的探讨上腹部器官簇移植术后胰腺功能的监测方法。方法分析我院5例上腹部器官簇移植成功的临床病例资料。结果患者术后一般情况恢复良好,移植胰腺内、外分泌功能基本恢复正常,未发现有排斥反应。结论围手术期通过动态监测患者血糖、C肽、血胰岛素和血尿淀粉酶、腹腔引流液淀粉酶以及十二指肠减压管引流液淀粉酶,并结合Doppler彩超检查,可以较好地了解移植胰腺的内、外分泌功能。",胰腺/病理生理学;;腹部器官簇移植;;胰腺功能试验,,,,,,
Journal Article,"程旺生,程大新,陈利民,沈七襄,朱水波",1例原位心脏移植的体外循环管理,华南国防医学杂志,2005,3,2005,1009-2595,"我院于2003-12在体外循环下行同种原位心脏移植1例,获得成功,心脏功能恢复良好。随访1年,生活正常,心功能Ⅰ级。仅就该例心脏移植中的体外循环管理及供心保护的体会总结如下:1临床资料与方法",心脏移植;;心肌保护;;体外循环,,,,,,
Journal Article,"龚勇泉,李劲松,王建军",肺移植四十年进展,国外医学(移植与血液净化分册),2005,2,2005,1672-5255,肺移植是治疗终末期肺病的有效方法。本文就肺移植的发展概况、手术方式、适应证以及并发症的防治进展进行了综述。,肺移植术;;适应证;;并发症,,,,,,
Journal Article,"彭贵主,鄢业鸿,李勇,万仁华,张江南,张永模,邹志森",经典原位肝移植28例分析,江西医药,2006,9,2006,1006-2238,"目的探讨如何提高肝移植手术成功率,减少并发症及提高患者生存率。方法就我院2002年10月￣2006年3月行尸肝原位肝移植病人28例:其中原发性肝癌14例,急性重症肝炎2例,亚急性重症肝炎3例,乙肝肝硬化8例,胆汁性肝硬化1例,术后全程随访,随访时间4￣45个月,观察病人术后并发症及生存时间。结果围手术期死亡1例,手术成功率96.43%(27/28);术后死亡4例,其余均生存至今。1、2、3年生存率分别为89%、86%与82%。术后发生各种并发症7例,包括:胸腔内出血、呼吸道感染、单纯性疱疹、霉菌性肠炎、呼吸心跳骤停复苏后持续植物状态、轻微胆漏、黄疸。并发症发生率25%。结论肝移植已成为各类不可逆性终末期肝病的根本治疗方法,经典原位肝移植仍是一种较成熟的、可靠的手术方式,坚持使用术者熟悉的手术方式,及术中谨慎操作有利于减少各种并发症的发生。",经典原位肝移植;;病例报告,,,,,,
Journal Article,"喻智勇,马超龙,况应敏,曾仲,黄鉴,刘涛",肾移植术中改良的输尿管膀胱吻合方式的疗效观察,昆明医学院学报,2008,5,2008,1003-4706,"目的探讨肾移植术中简易的输尿管膀胱的吻合方式,寻找简易、可靠、快速的吻合方法,减少膀胱输尿管吻合口并发症的发生率.方法对84例肾移植患者采用简易的膀胱输尿管吻合方式,手术方式为留取10cm左右输尿管,将膀胱全层切开约1.5cm,输尿管纵行切开1.5cm,于输尿管留置5F双J管,将输尿管尖端与尿管尖端以丝线相连后将输尿管膀胱粘膜对位缝合确切,外以浆肌层包埋.术后10～12d尿管连同双J管一并拔除.术后随访2月～6a观察长期效果.结果术后发生双J管不能拔除1例,缝合线吸收后便可顺利拔除,1例患者术后5月发生输尿管膀胱吻合口梗阻,经手术治愈,其余患者术后恢复顺利,均无尿瘘、尿路梗阻、肾脏积水以及围手术期尿路感染发生.结论经典的膀胱输尿管吻合方式为隧道法,手术方式较为复杂,并发症常见,我中心采用的简易的输尿管膀胱吻合方式快速、确切、可靠,操作时间为5～10min,并发症发生率低,是肾移植手术中可行的输尿管膀胱吻合方式.",输尿管膀胱吻合;;肾移植;;疗效,,,,,,
Journal Article,"李世拥,白雪,陈纲,梁振家,苑树俊,于波,陈光,左富义,魏晓军,徐一石,崔伟",原位肝移植30例临床观察,华北国防医药,2008,2,2008,1009-0878,"目的:探讨原位异体肝移植围手术期处理有效方法及观察疗效。方法:对30例施行原位异体肝移植患者的临床资料进行回顾性分析,其中乙肝后终末期肝硬化19例,原发性肝癌8例,高位胆管癌1例,肝转移癌2例。结果:30例中死亡2例,其中1例因肺部感染于术后27d死亡,另1例因急性排斥反应于术后第10d死亡。28例随访中死亡4例,3例死于癌复发,1例死于肺部严重感染;24例中19例为乙肝后终末期肝硬化,5例为原发性肝癌,肿瘤直径均≤3cm。存活超过1年19例,16例已恢复工作。结论:恰当的选择手术适应证、正确的围手术期处理及规范的术后治疗,是肝移植成功的关键。",肝移植;;手术后并发症;;预后,,,,,,
Journal Article,"张清军,潘明新,孔凡东,姚坤厚,高毅",犬活体肝移植模型的建立及评价,中国组织工程研究与临床康复,2008,5,2008,1673-8225,"目的:犬活体肝移植接近于临床实际,能模拟临床活体肝移植的全部过程。应用非体外转流和分流方法建立犬活体肝脏移植模型,以期为开展临床活体肝移植提供实验数据。方法:①实验材料:实验于2006-05/2007-04在南方医科大学南方医院动物研究所完成,选用健康本地杂种犬36只,动物实验方法符合动物伦理学要求。②实验方法:将36只犬按随机数字表法分为供体组和受体组,共行非转流条件下犬活体肝脏移植手术18对次。活体供肝组行标准Ⅰ,Ⅱ,Ⅲ叶左半肝切取术。受体组先行左侧Ⅰ,Ⅱ,Ⅲ,Ⅳ,Ⅴ叶肝脏组织切除,在新肝植入后,再切除原肝残留Ⅵ,Ⅶ叶肝组织。③实验评估:检测动物手术时间、术中失血量、输血量及存活期;犬死后当天行尸体解剖明确死亡原因。结果:成功建立非转流犬活体肝移植模型14只。①活体供肝组手术结果:供体术中死亡1只,术后第1天因出血死亡1只,术后5d存活率为88.2%。手术时间(183.7±32.4)min,失血量为(78.5±12.8)mL,输血量0mL,供肝的热缺血时间几乎为零,冷缺血时间(146.7±24.4)min。②受体组手术结果:术中死亡4只,其中创面出血2只,左肝静脉吻合口出血1只,1只死于急性肺水肿。术后存活14只,术后5h存活率为85.7%;受体犬手术时间(276.7±34.1)min,无肝期0min;失血量为(242.5±25.6)mL,输血量(230.6±47.3)mL。结论:犬是理想的活体肝移植动物模型,受体肝脏分两步切除,新肝植入期,可有效维持受体血循环稳定,免除了体外转流或门腔分流的操作,为临床开展活体肝移植提供了技术和经验的参考。","肝移植;;疾病模型,动物;;器官移植",,,,,,
Journal Article,"李剑锋,鄢业鸿,肖建生,单人锋",活体肾移植25例临床分析,江西医药,2008,12,2008,1006-2238,"目的总结我院25例亲属活体肾移植的临床效果和经验。方法25例亲属活体肾移植,6例非血缘亲属供肾包括5例夫妻和1例岳母供肾,血缘亲属供肾包括15例父母和4例同胞供肾,供体均开放手术取肾,肾脏按常规植于左侧或右侧髂窝,术后采用FK506+MMF+Pred或CsA+MMF+Pred三联免疫抑制治疗,观察术后早期肾功能恢复情况和长期移植肾功能。结果25例供者术后均顺利恢复,无严重并发症,住院日5～12d,平均9.3d,术后肾功能均在正常范围,均恢复正常生活。受者术后均恢复正常肾功能,住院日10～35d,平均13d。8例术后出现急性排斥反应,发生率为32%,均治愈。结论活体亲属肾移植扩大了肾脏来源,供肾冷、热缺血时间短,移植后恢复迅速,远期效果好,是治疗终末期肾病的有效手段,能有效解决供体短缺的问题。",肾移植;;活体供肾;;尿毒症,,,,,,
