id_number,title_ch,authors_ch,institutions,funding,journal,journal_issue,keywords_ch,abstract_ch
79,犬模拟临床心移植供心切取技术探讨,吴兆红; 高锦平; 陈岗东; 王戈菲; 王武军; 杨锡耀,广州医学院附属市二人民医院心胸外科; 第一军医大学附属南方医院心胸外科; 第一军医大学附属南方医院心胸外科 广东 广州 510150; 广东 广州 510150; 广东 广州 510515; 广东 广州 510515,NA,广州医学院学报; Academic Journal of Guangzhou Medical College,2003年02期,犬; 供心; 原位心移植; 心肌保护,目的:应用犬模拟临床同种异体原位标准式心脏移植，探讨供心切取的方法和技巧。方法:取杂种犬10只，体重在15-20 kg之间，雌雄不限。将其随机分为供心犬和受心犬两组。在热缺血时间为零的情况下，切取供心，进行相应的修剪和心肌保护，再将供心按标准术式移植入受心体内。待植入心脏复跳，循环稳定后脱离辅助循环，观察吻合口及早期心功能情况。结果:5次犬模拟临床原位同种异体标准术式心脏移植实验，供心植入受体内，2例植入心脏自动复跳，3例经1-4次电击除颤后恢复心跳，平均供心冷缺血时间130 min，供心吻合时间90 min。除1例左房顶部吻合口处漏血外，余吻合完好，5例均能在循环平稳的情况下脱离辅助循环，1例观察到实验犬清醒。结论:供心切取采取先灌后取，使热缺血时间为零，灌注时应注意灌注确切且防止灌注心脏过度膨胀。切取供心时从左向右，从下向上逆行切除更方便快捷，尽量保留更多血管组织便于修剪，在冷缺血期应使供心均衡受冷，若首次灌注不确切时可将心脏切取后经冠状动脉开口或冠状静脉窦继续灌注，确保心肌保护，减少心肌损伤。
319,原位心脏移植51例临床经验,韩杰; 孟旭; 张海波; 曾文; 许春雷; 李菲; 孙凌波,首都医科大学附属北京安贞医院心外科; 首都医科大学附属北京安贞医院心外科,NA,中华胸心血管外科杂志; Chinese Journal of Thoracic and Cardiovascular Surgery,2006年06期,心脏移植; 冷缺血; 心脏移植术; 供心,NA
176,兔颅内压升高终术期TCD频谱变化,万景雯; 吴钢; 林建东,福建医科大学附属第一医院神经内科; 福建医科大学附属第一医院重症监护病房 350005福州; 350005福州,福建省教育厅立项课题(JA01071),中华神经医学杂志; Chinese Journal of Neuromedicine,2005年04期,颅内高压; 超声检查，多普勒，经颅; 脑死亡,目的观察颅内高压终末期兔濒临死亡时的经颅多普勒(TCD)频谱改变过程，对利用TCD协助脑死亡诊断研究作一些探讨。方法采用硬膜外球囊注水法制作急性局灶性颅内高压动物模型，持续监测颅内压及TCD。结果颅内压升高终末期，依次出现3种特征性TCD频谱:舒张期逆向血流、收缩期小三角形血流和无信号。结论3种特征性TCD频谱能够准确地辅助诊断颅高压及其他疾病所致的脑死亡。
58,肾移植140例次体会,徐卓群; 徐汇义; 仇学文; 胡强; 王志荣; 阮钧; 徐进宇,江苏省无锡市第一人民医院; 江苏省无锡市第一人民医院诸明; 江苏省无锡市第一人民医院 214002; 214002; 21,NA,中国航天医药杂志; Medical Journal of Casc,2002年03期,肾移植; 存活率; 并发症,目的总结肾移植的经验，改善移植效果和提高长期存活率。方法收集140例次肾移植的资料，分析组织配型、排斥反应、并发症、免疫抑制剂的使用对肾移植效果的影响和移植后的死亡原因。结果肾移植后1、3和5年人/肾存活率分别为92.3%/89.1%、76.2%/70.1%和65.3%/61.5%。8例发生超急排斥反应，急性排斥反应24例，慢性排斥反应16例。50例死亡病例中，感染占30%，肝损害12%。结论充分的术前准备、良好的组织配型、手术后并发症的防治、感染的治疗、免疫抑制剂的合理使用和规范的随访是改善人/肾存活率的重要因素。
457,心死亡供者器官获取伦理及肝移植临床应用,刘永锋,中国医科大学附属第一医院普通外科教研室器官移植科,卫生部公益性行业基金资助项目(20080200);国家十一五科技支撑计划资助项目(2008BA160B06),中华移植杂志(电子版); Chinese Journal of Transplantation(Electronic Edition),2009年04期,无心跳供者; 心死亡供者; 伦理学; 肝移植,目前，心死亡供者(DCD)已成为国际上公认的供者三大来源之一，DCD的规范化应用可进一步扩大供者来源，增加移植手术例数，挽救更多濒危患者生命。不同国家对于DCD的监测等待时间、移植小组的介入时间、器官切取方案等有着不同的规定，这些DCD器官捐献的具体实施过程会直接影响其临床效果，因此临床上不仅需要在具体实施上，还要从供者选择、器官保存、移植物活力评估等方面展开综合的研究。本文主要探讨DCD器官捐献的主要工作流程、临床应用细则、医学及伦理学方面存在的问题等。
13,同种异体原位心脏移植术体外循环特点(附1例报告),邹小明; 刘亚湘; 黄志勇; 王武军,第一军医大学南方医院胸外科!广东广州510515,NA,第一军医大学学报; Journal of First Military Medical University,2001年05期,心脏移植; 同种异体; 体外循环,目的探讨心脏移植术体外循环心肌保护、血液成分保护及预防排斥反应，体外循环技巧等问题。方法对体外循 环下同种异体原位心脏移植患者的临床资料进行分析。结果采用标准法该例患者进行原位心脏移植，供心热缺血时间 为０ｍｉｎ，冷缺血时间为７０ｍｉｎ，总体外循环时间为１２３ｍｉｎ，升主动脉阻断时间７３ｍｉｎ。患者已存活２５０ｄ。术后患者无 排斥反应、感染、心及肝肾功能不全等并发症。结论良好的心肌保护、血液成分保护、体外循环过程预防排斥反应及完 善的体外循环操作技巧是心脏移植成功的关键。
115,原位心脏移植3例报告,陈锁成; 刘建; 孙斌; 王康荣; 丁国文; 任正兵; 戎国祥; 仲宁,镇江市第一人民医院胸心外科; 镇江市第一人民医院胸心外科 镇江212002; 镇江212002; 镇江212002,镇江市卫生基金 (镇卫 [2 0 0 1 ] 2 4 9),第二军医大学学报; Academic Journal of Second Military Medical University,2004年03期,心脏移植; 排斥反应,NA
447,小剂量ALG在肾移植术后的预防性应用,周飞; 石洪波; 余志运; 张雪军; 周吉; 门晓炜; 陈斌,华中科技大学同济医学院附属襄樊医院泌尿外科,NA,西部医学; Medical Journal of West China,2009年03期,抗淋巴细胞球蛋白; 肾移植术; 急性排斥反应,目的探讨小剂量抗淋巴细胞球蛋白(ALG)在肾移植术后预防性应用的临床价值。方法回顾性分析肾移植术后预防性应用小剂量ALG的临床资料。结果本组47例患者肾移植术后肾功能全部恢复正常，仅1例发生急性排斥反应，无严重感染发生。结论肾移植术后预防性应用小剂量ALG，不仅可减少移植肾急性排斥反应发生率，而且可尽量降低严重感染发生的风险。
27,胰腺十二指肠肾脏一期联合移植五例报告,杨彤翰; 张银甫; 杨唐俊; 梁平; 李靖; 左国华; 杨清浩; 何斌; 冯嘉渝; 龚自力,第三军医大学新桥医院肝胆科; 第三军医大学新桥医院泌尿科; 第三军医大学新桥医院泌尿科 400037重庆市; 400037重庆市,NA,中华肝胆外科杂志; Chinese Journal of Hepatobiliary Surgery,2001年09期,胰腺; 肾; 糖尿病; 器官移植,目的探讨胰腺十二指肠肾脏一期联合移植治疗Ⅰ型糖尿病伴肾功能衰竭的治疗途径。方法对我院开展的5例胰、肾一期联合移植病人进行回顾性分析。结果 5例病人中，3例术后胰腺及肾脏功能良好，未使用胰岛素，进正常饮食，血糖一直在正常范围，至今已分别生存20，14，11个月。其余2例病人中，1例术后第47 d 死于急性心功能衰竭，另1例因血栓形成，于术后33 d 切除移植的胰腺，但肾功能良好。结论胰、肾联合移植是治疗Ⅰ型糖尿病伴肾功能衰竭的有效方法之一，术后通常根据血糖、尿糖、尿淀粉酶、C 肽及尿细胞学检查等指标改变，判断移植后胰腺及肾脏的功能情况。
605,原位肝移植术后并发症的诊断和治疗,陈规划; 陆敏强; 黄洁夫,中山医科大学附属第一医院器官移植科,NA,中国实用外科杂志; CHINESE JOURNAL OF PRACTICAL SURGERY,1999年05期,原位肝移植术; 肝移植术后感染; 肝动脉血栓形成; 并发症; 并发病; 疾病,进入２０世纪９０年代后，临床肝移植的手术死亡率已下降到１０％以下，术后１年生存率达９０％，５年生存率则上升至７０％。要继续提高临床肝移植总体效果，仍依赖于临床医生对肝移植术后各种并发症的正确认识和防治水平的提高。１肝移植术后出血肝移植术后出血多发生在...
1,体外膜肺氧合技术在心死亡供体肝脏维护中的应用探索 - 中国学术期刊网络出版总库,欧晏娇; 邓永; 刘炜; 张世新; 张雷达,第三军医大学陆军军医大学第一附属医院肝胆外科,NA,第三军医大学学报; Journal of Third Military Medical University,NA,体外膜肺氧合; 心死亡; 器官移植; 肝脏维护,目的 探索体外膜肺氧合技术在心死亡供体肝脏维护中的应用。方法 对我院36例心脏死亡的供体肝脏器官采用不同的方式进行保护，分为使用ECMO保护心脏死亡器官捐献DCD供体肝脏组(ECMO组)与未使用ECMO保护DCD供体肝脏组(无ECMO组)。供体肝脏器官在进行分类保护之前，均评估及维护供体内环境，积极纠治疗。肝功能异常时予以护肝治疗。在供体维持治疗过程中，ECMO组采用ECMO技术维护供体。无ECMO组及时撤除生命支持，待心停跳5分钟后获取供体。观察移植前供体肝脏病理、原发性移植肝无功能发生率、缺血性胆道病发生率、急性排斥反应发生率、移植后肝功能等。结果 移植前供体肝，ECMO组与无ECMO组在肝细胞坏死方面差异有统计学意义(P=0.026)，在肝细胞脂肪变性及肝细胞变性上差异均无统计学意义。ECMO组与无ECMO组在原发性移植肝无功能发生率、缺血性胆道病变发生率上差异均有统计学意义(P=0.045，0.026)。移植肝后ALT、AST、TBIL、Alb与PT指标，ECMO组与无ECMO组的肝功能各指标均随着时间的推移慢慢降低，且ECMO组各指标值均低于无ECMO组，差异均有统计学意义。结论 体外肺氧合技术在心死亡供体肝脏维护中有良好效果。
111,原位心移植术体外循环管理,叶晓青; 黄小蝶; 李文媚; 王辉; 张莉,深圳市孙逸仙心血管医院麻醉科; 广东省东莞市人民医院麻醉科; 深圳市孙逸仙心血管医院麻醉科 深圳518020; 深圳518020; 深圳518020,NA,北京大学学报(医学版); Journal of Peking University(Health Sciences),2004年04期,体外循环; 心脏移植,目的 :总结 4例原位心脏移植术体外循环 (extracorporealcirculation ，ECC)经验。方法 :4例均采用中低温 ，中、高流量灌注。术中注重心、肺、肾等重要器官及血液的保护。切取供心前灌注 4℃改良St.Thomas液使其迅速停搏。供心离体后 ，用 5 0 0 0mL冷生理盐水冲洗心腔后经主动脉根部灌注 4℃威斯康星大学溶液 (UniversityofWis consinsolution ，UW液 ) 1 0 0 0mL ，放入冰生理盐水内保存。吻合全程中供心表面置冰屑 ，左心房内滴注冷生理盐水。结果 :ECC时间 (1 33.3± 1 3.1 )min ，供心热缺血时间为 1～ 3min ，冷缺血时间为 (1 4 2 .0± 2 8.2 )min。 4例心脏均自动复跳 ，术后 1月左室射血分数为 6 0 %～ 6 5 %。 1例因急性排异反应术后第 1 5 0天猝死 ，其余 3例目前存活。结论 :良好的ECC管理 ，注重各重要器官功能及供心心肌保护是心脏移植手术成功的重要因素
331,改良背驮式肝移植术10例报告,朱慧如; 陈景繁,广西中医学院附属第三医院、柳州市中医院肝胆外科; 广西中医学院附属第三医院、柳州市中医院肝胆外科 柳州市545001; 柳州市545001,广西柳州市科学研究与技术开发课题(2006031102),广西医学; Guangxi Medical Journal,2007年06期,终末期肝病; 肝移植，改良背驮式; 围手术期,目的总结改良背驮式肝移植术的成功经验。方法回顾分析10例改良背驮式肝移植手术的临床资料，总结其成功经验。结果10例肝移植术手术均成功，平均无肝期39.7min。胆道并发症其成功1例，腹腔出血3例，急性排斥反应2例。术后全部恢复A级肝功，存活均超过1年。结论肝移植术是治疗终末期肝病的有效手段，改良背驮式肝移植可缩短无肝期，预防流出道梗阻，减少术后并发症的发生，有利于术后恢复。
